п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"132359";"ИП Соколова Елена Александровна/студия красоты ""Hair Box""";"Москва г, Недорубова ул, дом № 12";"ЮВАО";"Гранит";"Чиграй А.С.";"КВ";"55.7019329";"37.9293271";"06.04.2025";"https://durnovcev2000.kaiten.ru/32562612"
"131576";"ООО ""Восток"" аптека Планета Здоровья";"Москва г, Защитников Москвы пр-кт, дом № 9, корпус 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.698453";"37.9163472";"06.04.2025";"https://durnovcev2000.kaiten.ru/32562600"
"1619";"ИП Семено Богдан Александрович (Производственное здание 2-х этажное)";"Люберцы, ул Авиаконструктора Миля, д. 1";"ЮВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.666751";"37.929018";"05.04.2025";"https://durnovcev2000.kaiten.ru/44344258"
"138486";"ИП Семено Богдан Александрович (Производственное здание 1-этажное)";"Люберцы, ул Авиаконструктора Миля, д. 1";"ЮВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.6817392";"37.8572247";"05.04.2025";"https://durnovcev2000.kaiten.ru/44345167"
"138487";"ИП Семено Богдан Александрович (Производственная база «Ангар»)";"Люберцы, ул Авиаконструктора Миля, д. 1";"ЮВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.6817392";"37.8572247";"05.04.2025";"https://durnovcev2000.kaiten.ru/43650607"
"131788";"ООО «Альфа» аптека Планета Здоровья";"г. Москва ул. Покровская д 31";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.760679";"37.6496026";"05.04.2025";"https://durnovcev2000.kaiten.ru/32562235"
"39086";"ООО ""Здравник""";"Жуковский, Гагарина, 85б";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.609637";"38.07623";"01.04.2025";"https://durnovcev2000.kaiten.ru/40134383"
"138084";"ООО ""МЕРИДИАН""";"Раменское, ул. Высоковольтная д. 22";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5737392";"38.20246119999999";"01.04.2025";"https://durnovcev2000.kaiten.ru/40133111"
"93374";"ИП Кузнецов, парикмахерская Цирюльникъ";"Москва, Святоозерская 14, пом. 4";"ЮВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.713345";"37.8870854";"01.04.2025";"https://durnovcev2000.kaiten.ru/32562528"
"90351";"Аптека ""Планета Здоровья""";"МО, г.Раменское, ул.Чугунова 15/1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.574869";"38.208337";"01.04.2025";"https://durnovcev2000.kaiten.ru/32563058"
